Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.429999828,7.260000229,6.78000021,6.940000057,6.300000191,6.590000153,5.650000095,5.159999847,4.760000229,5.46999979,5.210000038,6.090000153,6.71999979,7.349999905,6.71999979,7.610000134,7.28000021,5.829999924,5.860000134,6.179999828,6.130000114,7.699999809
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.63999939,21.26000023,20.60000038,24.37999916,26.22999954,27.73999977,31.84000015,,25.43000031,,,29.77000046,27.29999924,25.89999962,23.71999931,17.64999962,15.27000046,12.27000046,13.78999996,11.32999992,10.15999985,9.960000038,9.960000038,10.97000027,9.819999695,10.21000004,11.21000004,10.19999981,12,,,,
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.766043916,2.593579757,2.548281595,2.794197834,3.118160281,3.05753611,3.224232567,3.335101529,3.544111022,3.618055645,3.603412241,3.783302519,4.11255344,4.329530467,4.330515221,4.466599919,4.366768762,4.201302236,4.377487043,4.225943884,3.937077352,3.877599977,3.802727089,3.744867656,3.759333676,,,3.531314291,4.298928331,4.339889075,4.855043923,4.585418282
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.686648779,,,,,,5.457635881,,,,,8.207310696,,,,,4.859166474,,5.004436531,,,,,,6.927024284,6.345081943,7.488849854,
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745236788,2.621883774,2.603516611,2.848084842,3.140834313,3.094905262,3.259356079,3.364653681,3.693630694,3.786828251,3.714011765,3.90102057,4.218773073,4.40070084,4.356642355,4.450304004,4.330353082,4.15476132,4.314351059,4.296569955,4.021383923,3.916643009,3.834590373,3.766165799,3.763518202,,,3.522913896,4.185504289,4.209725849,4.723825275,4.461255823
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3974273,5.974081067,7.510220997,7.959345908,8.801021494,10.12189481,11.27704899,11.88514803,9.652333555,9.072657117,8.55327984,8.521735387,8.200863062,7.616800497,7.4132802,7.094987253,7.276172791,9.172919344,8.54421129,7.679602905,7.045300365,7.061493336,7.313511107,7.462308923,7.61534899,7.393534137,7.309662531,7.464224999,7.65793583,7.306629329
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.693974007,8.791483436,9.738674187,9.467210478,9.836495651,10.14328079,10.29457466,10.38943518,9.258368833,8.620088954,8.62612839,8.716512146,8.681498567,8.349951578,7.823099464,7.093923403,7.075140118,8.977274396,9.068329094,8.730186863,8.939775706,9.141365502,8.892262768,8.50794746,8.086738113,7.475648328,6.983438156,6.738697791,7.285311808,7.098884326
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,4.400000095,5.300000191,,5.800000191,,,,,,,,,,7.239999771,6.989999771,7.710000038,5.880000114,8.18999958,8.56000042,7.949999809,6.679999828,6.699999809,10.38000011,9.170000076,11.48999977,13.96000004,4.800000191,4.25,,5.659999847,5,3.779999971,3.549999952,3.140000105,3.920000076,4.610000134,4.090000153,3.460000038,3.230000019,3.079999924,3.480000019,3.619999886,4.599999905,3.839999914,3.529999971,3.809999943,6.110000134,4.5
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,2.400000095,1.820000052,1.529999971,1.710000038,2.299999952,2.569999933,,3.130000114,3.640000105,4.550000191,5.179999828,4.96999979,5.210000038,6.46999979,5.889999866,,,,,7.059999943,8.430000305,9.380000114,8.920000076,10.92000008,10.93000031,11.03999996,9,8.369999886,8.029999733,7.949999809,8.979999542,9.260000229,10.01000023,10.90999985,10.31999969,11.05000019,10.48999977,8.800000191,8.520000458,9.090000153,8.760000229,11.85000038,12.60000038,13.14999962,13.10000038,13.05000019,12.44999981,11.77000046,9.859999657,7.849999905,7.940000057,
Euro area,EMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269035137,8.349077287,8.947808651,10.55037744,11.71652717,11.37914299,11.67166079,11.65822464,11.17062671,10.45307098,9.406000845,8.362659158,8.626335736,8.97396442,9.247256291,9.094155464,8.380472543,7.499193743,7.539522261,9.604353635,10.14072537,10.18363767,11.36780929,11.91627392,11.56203637,10.82982754,9.998486385,9.032888095,8.156433517,7.517040773,7.828709374,7.711859984
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,1.299999952,1.100000024,1.5,1.5,2.49000001,3.039999962,4.800000191,2.900000095,5.199999809,6.96999979,8.609999657,11.39999962,14.17000008,16,17.48999977,20.25,21.63999939,21.26000023,20.61000061,19.85000038,17.32999992,16.27000046,15.93000031,17.70000076,22.15999985,24.20999908,22.68000031,22.13999939,20.70000076,18.67000008,15.47999954,13.78999996,10.35000038,11.14999962,11.27999973,11.09000015,9.149999619,8.449999809,8.229999542,11.25,17.86000061,19.86000061,21.38999939,24.79000092,26.09000015,24.44000053,22.05999947,19.63999939,17.21999931,15.25,14.10000038,15.52999973,14.77999973
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.560000002,,0.100000001,1.700000048,1.899999976,2.200000048,,,10.32999992,9.520000458,11.57999992,13.35999966,13.13000011,10.02999973,11.28999996,10.25,8.029999733,5.909999847,4.590000153,5.449999809,13.55000019,16.70999908,12.32999992,10.02000046,8.630000114,7.349999905,6.190000057,6.760000229,5.760000229,5.369999886,4.449999809,6.800000191,6.179999828
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,1.200000048,,,,,,,,,,3.099999905,,,,,3.710000038,,,,,,2.5,,,,,,,,2.25,,,,,,,,3.930000067
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.463161767,8.130787053,9.259241538,10.8795281,11.46559822,11.00752605,11.10062818,10.86941314,10.42701164,10.1925867,9.81450869,9.218269007,9.556423331,9.688423183,9.876542851,9.629596457,8.675324585,7.4967307,7.24739248,9.175567332,9.854843516,9.895735475,10.86931011,11.32266056,10.81945038,10.02147603,9.106808705,8.12287556,7.25371704,6.675861724,7.04298756,7.006950858
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,2.829999924,1.889999986,2.25999999,2.420000076,2.450000048,1.610000014,2.079999924,3.75,6.090000153,7.230000019,6.199999809,4.860000134,5.039999962,5.28000021,5.429999828,5.119999886,5,5.320000172,5.070000172,4.46999979,3.140000105,3.069999933,6.5,11.60000038,16.20000076,16.43000031,17,15.56999969,14.97000027,13.21000004,11.68999958,9.729999542,10.28999996,10.42000008,10.47000027,10.35999966,8.369999886,7.71999979,6.849999905,6.349999905,8.25,8.390000343,7.78000021,7.690000057,8.18999958,8.659999847,9.380000114,8.819999695,8.640000343,7.360000134,6.690000057,7.760000229,7.610000134
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,6.059999943,,,,,,,,,5.929999828,5.349999905,5.880000114,5.699999809,5.400000095,5.78000021,,,,,,,8.220000267,4.699999809,3.890000105,,,8.93999958,8.720000267,8.909999847,4.409999847,9,,6.170000076,,4.320000172,,,,,
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,2.420000076,2.670000076,2.769999981,2.690000057,2.859999895,4.079999924,4.46999979,5.010000229,5.269999981,6.03000021,6.420000076,7.539999962,8.199999809,7.920000076,9.529999733,10.26000023,10.22999954,10.73999977,10.18000031,9.619999886,9.359999657,9.130000114,10.19999981,11.31999969,12.59000015,11.82999992,12.36999989,12.56999969,12.06999969,11.97999954,10.22000027,8.609999657,8.699999809,8.31000042,8.909999847,8.880000114,8.829999924,8.010000229,7.389999866,9.119999886,9.279999733,9.229999542,9.840000153,9.909999847,10.27000046,10.35000038,10.06000042,9.409999847,9.020000458,8.409999847,8.010000229,7.860000134
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.170000076,4,,3.849999905,3.700000048,3.460000038,1.799999952,1.730000019,2.359999895,3.940000057,6.389999866,5.289999962,3.029999971,4.03000021,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.859999657,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78000069,,,,,,,,,,,,16.90999985,,,,,20.38999939,,,,,,,,,,,
United Kingdom,GBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,3.299999952,3.700000048,2.599999905,2.599999905,4,5.5,5.800000191,5.699999809,5.300000191,6.800000191,10.39999962,10.89999962,11.09000015,10.89999962,11.47999954,11.51000023,11.02000046,9,7.409999847,6.96999979,8.550000191,9.770000458,10.35000038,9.649999619,8.68999958,8.18999958,7.070000172,6.199999809,6.039999962,5.559999943,4.699999809,5.039999962,4.809999943,4.590000153,4.75,5.349999905,5.260000229,5.619999886,7.539999962,7.789999962,8.039999962,7.880000114,7.519999981,6.110000134,5.300000191,4.809999943,4.329999924,4,3.74000001,,
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.400000095,5,14.52999973,13.80000019,10.81999969,11.15999985,12.59000015,11.51000023,12.61999989,13.81000042,13.56999969,13.27999973,17.87000084,20.70999908,20.20000076,19.62999916,19.64999962,19.42000008,17.44000053,16.51000023,16.60000038,13.93999958,12.67000008,11.56999969,11.72999954,
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49000001,4.699999809,,,,,,8.199999809,10.10000038,10.46000004,,,,,,4.900000095,,,,5.380000114,,,2.170000076,,6.809999943,,3.369999886,,,,
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.440000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.550000191,,,,,,,,,,,,,,,,,5.019999981,,
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.420000076,,,,,,4.130000114,,,
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200000048,,,
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,3.420000076,4.940000057,7.800000191,8.100000381,7.800000191,7.360000134,7.349999905,7.650000095,7.460000038,7.019999981,7.650000095,7.840000153,8.609999657,8.859999657,9.06000042,9.649999619,9.569999695,10.22000027,12.14000034,11.34000015,10.76000023,10.35000038,9.840000153,10.63000011,10.06999969,8.909999847,8.350000381,7.659999847,9.550000191,12.72000027,17.96999931,24.72999954,27.69000053,26.70999908,24.97999954,23.51000023,21.40999985,19.18000031,17.04000092,15.89999962,14.65999985
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90999985,,,26.93000031,,16.88999939,,15.23999977,,,,,,,,,,,,,,,24.20000076,24.5,22.89999962,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92000008,10.07999992,11.56000042,9.029999733,11.02000046,9.529999733,8.819999695,10.30000019,10.43999958,9.25,8.399999619,,,,7.800000191,9.399999619,9.800000191,10.10000038,10.30000019,9.100000381,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,2.150000095,2.269999981,,,,,2.400000095,,1.940000057,,,,,,,,,,,,,,2.809999943,2.970000029,,1.899999976,,,,3.5,4.130000114,2.75999999,3.019999981,2.720000029,2.50999999,2.579999924,2.460000038,2.279999971,2.190000057,,
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,9.600000381,8.210000038,8.789999962,,,,9.899999619,8.699999809,9.600000381,9.25,,,6.28000021,,4.269999981,2.809999943,2.829999924,3.50999999,3.839999914,5.53000021,7.599999905,7.900000095,8.279999733,9.670000076,7.739999771,13.94999981,15.31999969,13.21000004,11.39000034,,7.699999809,7,7.400000095,8.300000191,,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,,,,,
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09000015,,,,,11.89999962,,,,,,,,,,11.81000042,,,,10.69999981,,,,,,,,,,,,14.02000046,13.52000046,,
High income,HIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.794132632,6.527316678,7.34233543,7.810597601,7.867633686,7.455903209,7.489397924,7.198777197,7.114556446,6.99484104,6.580234303,6.58211995,7.103435816,7.225321822,7.040626932,6.740589881,6.201782503,5.66090912,5.916748527,8.073163726,8.278396044,8.020899026,8.06645977,7.914717402,7.314728483,6.693272105,6.151855556,5.620011141,5.101390767,4.790350363,6.650289833,5.698924906
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,9.170000076,5,4.300000191,1.590000033,2.089999914,2.400000095,1.529999971,1.850000024,2.109999895,1.919999957,3.180000067,2.819999933,1.730000019,1.360000014,1.070000052,1.320000052,1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.329999924,3.420000076,3.289999962,3.400000095,3.299999952,3.309999943,3.390000105,3.119999886,2.809999943,2.920000076,5.809999943,5.170000076
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,8.100000381,,,,,,,,7.300000191,,,,12.11999989,11.39999962,,,4.78000021,4.579999924,3.059999943,,,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,,4,4.019999981,5.300000191,5.989999771,4.909999847,3.569999933,3.210000038,3.160000086,3.289999962,4.119999886,4.46999979,3.75,5.650000095,7.079999924,6.150000095,6.730000019,5.53000021,5.619999886,5.550000191,10.68000031,
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14000034,,,,,9.680000305,9.710000038,11.39000034,13.56000042,16.05999947,15.81999969,15.05000019,13.92000008,13.65999985,12.60000038,11.13000011,9.909999847,8.529999733,9.199999809,11.61999989,13.68000031,15.93000031,17.25,17.29000092,16.18000031,13.10000038,11.21000004,8.430000305,6.619999886,7.510000229,7.610000134
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,12.19999981,,,,,,,11.25,,,,,,,,,7.199999809,,,,,,,,16.79999924,,,,,14.10000038,,,,,,,,,
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.700000048,8.5,9.93999958,12.10000038,10.85000038,10.17000008,10.02000046,8.989999771,8.930000305,6.96999979,6.559999943,5.710000038,5.610000134,5.869999886,5.829999924,7.190000057,7.489999771,7.409999847,7.820000172,10.02999973,11.17000008,11.02999973,11,10.18000031,7.730000019,6.809999943,5.110000134,4.159999847,3.710000038,3.420000076,4.25,4.050000191
IBRD only,IBD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.133939011,,5.145146776,5.338143776,5.773831935,6.065349299,5.130543843,6.180905788,6.604112574,6.545701542,6.38853896,6.922445957,6.043138351,5.720872528,5.645295981,5.931859218,4.942361202,5.47450119,4.876574036,5.27318009,5.335105218,,,5.555389823,6.273931096,6.054486594,6.89710915,
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.058440795,,,,,,5.138040513,,,,,6.683136231,,,,,4.790618459,,4.806610337,,,,,,6.115843441,6.085948597,6.686246724,
IDA total,IDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.589130691,,3.458849577,3.351779774,4.071388928,,,,7.431869461,,
Indonesia,IDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,1.919999957,1.289999962,2.480000019,,1.659999967,,2.849999905,,,2.099999905,2.589999914,2.549999952,2.74000001,,2.539999962,2.619999886,2.730000019,2.779999971,4.369999886,,4.860000134,4.679999828,5.460000038,6.360000134,6.079999924,6.079999924,6.599999905,6.659999847,7.300000191,7.940000057,7.550000191,8.06000042,7.210000038,6.110000134,5.610000134,5.150000095,4.46999979,4.340000153,4.050000191,4.510000229,4.300000191,3.779999971,4.389999866,3.589999914,4.25,3.829999924
IDA only,IDX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,3.099999905,3.5,3.700000048,3.099999905,2.299999952,2.900000095,4.599999905,5.900000095,7.099999905,7.400000095,8,7.699999809,5.800000191,3.299999952,2,2.099999905,4.099999905,4.300000191,4.900000095,4.699999809,4.400000095,3.539999962,,,0.800000012,0.600000024,1.600000024,0.5,0.800000012,1,1.399999976,2.420000076,1.399999976,1.399999976,,,3.309999943,,2.599999905,1.980000019,,2.670000076,,,,,
India,IND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.829999924,,,,,,2.730000019,,,,,8.699999809,,,,,3.119999886,,3.220000029,,,,,,7.650000095,6.510000229,7.860000134,
Not classified,INX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,14.76000023,16.44000053,17.92000008,18.02000046,18.05999947,17.43000031,16.09000015,14.07999992,15.77000046,15.02000046,15.56999969,14.53999996,11.97000027,11.68999958,10.18999958,7.699999809,5.800000191,4.320000172,3.680000067,4.21999979,4.480000019,4.489999771,4.340000153,4.409999847,4.980000019,6.769999981,12.60999966,14.52999973,15.35000038,15.44999981,13.72999954,11.85999966,9.909999847,8.369999886,6.710000038,5.739999771,4.949999809,5.619999886,6.190000057
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19999981,,,,,11.10000038,,,,,9.100000381,,,,,,12.80000019,,10.30000019,11.81000042,11.52000046,10.77000046,10.63000011,12.10999966,13.68000031,12.48999977,12.27000046,10.60000038,10.68000031,11.17000008,12.61999989,12.22999954,12.18999958,10.73999977,9.68999958,
Iraq,IRQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.649999619,,,,,7.960000038,,10.59000015,,10.81999969,13.02000046,,,,16.17000008
Iceland,ISL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.549999952,4.309999943,5.260000229,5.329999924,5.199999809,3.599999905,3.720000029,2.74000001,2.00999999,2.309999943,2.25999999,3.25,3.519999981,3.400000095,2.869999886,2.829999924,2.25,2.950000048,7.21999979,7.559999943,7.03000021,6,5.380000114,4.900000095,3.980000019,2.980000019,2.74000001,2.700000048,3.50999999,6.429999828,5.989999771
Israel,ISR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,4.46999979,3.819999933,3.460000038,2.700000048,2.640000105,3.049999952,,3.470000029,,3.420000076,2.779999971,4.590000153,4.920000076,4.809999943,4.320000172,5.690000057,6.329999924,,,,,12.23999977,13.39000034,14.07999992,12.73999977,9.930000305,8.779999733,8.460000038,9.75,10.75,11.18000031,11.10000038,11.81000042,12.89000034,13.51000023,13.02999973,11.34000015,10.71000004,9.380000114,7.699999809,9.529999733,8.479999542,7.139999866,6.860000134,6.210000038,5.889999866,5.25,4.800000191,4.21999979,4,3.799999952,4.329999924,4.960000038
Italy,ITA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,5.440000057,5.440000057,6.389999866,6.369999886,5.380000114,5.820000172,6.639999866,7.119999886,7.239999771,7.639999866,7.53000021,,9.029999733,8.529999733,9.399999619,9.399999619,10.52999973,10.72000027,10.97000027,10.98999977,9.779999733,10.10000038,9.319999695,10.21000004,11.09000015,11.65999985,11.85999966,11.97999954,12.11999989,11.68000031,10.82999992,9.600000381,9.210000038,8.869999886,7.869999886,7.730000019,6.78000021,6.079999924,6.71999979,7.75,8.359999657,8.359999657,10.64999962,12.14999962,12.68000031,11.89999962,11.68999958,11.21000004,10.60999966,9.949999809,9.159999847,9.5
Jamaica,JAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,17.57999992,,,23.18000031,22.11000061,20.5,19.64999962,21.80999947,,23.71999931,,35.50999832,25,26.70000076,,,33.38999939,,,23.03000069,,15.72000027,15.73999977,15.75,16.31999969,15.34000015,16.22999954,16.01000023,16.35000038,15.5,15.73999977,15.53999996,14.93000031,14.18999958,11.72999954,12.21000004,11.26000023,10.31999969,9.75,6.670000076,7.309999943,7.630000114,8.029999733,8.68999958,9.699999809,9.050000191,13.51000023,8.630000114,7.400000095,5.46999979,4.989999771,6.5,8.350000381
Jordan,JOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,6.599999905,,,13.30000019,14.80000019,,,,,,19.70000076,,14.60000038,13.69999981,,,,13.69999981,14.69999981,15.30000019,14.5,,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07999992,15.27999973,18.12000084,18.26000023,16.79999924,19.20999908,19.84000015
